5	14	1	4   1   1
5	8	0	1   1   1
5	11	2	4   1   1
10	21	1	3   1   1
1	2	0	3   0   0
1	6	4	6   0   0
6	14	7	21  0   0
4	12	5	9   0   0
3	6	2	3   0   0
2	8	0	2   0   0
10	28	7	19  0   0
6	19	2	7   0   0
4	9	4	15  0   0
5	11	3	6   0   0
5	13	2	7   0   0
4	9	0	1   0   0
4	10 	3	5   0   0
6	16	0	2   0   0
1	2   0   0   0   0		
