3	6	3	8   1   1
1	2	2	8   1   1
3	4	1	2   1   1
2	6	1	3   1   1
6	15	7	18  0   1
5	13	2	7   0   1
0	4	5	11  0   1
2	6	6	12  0   1
2	4	2	4   0   0
4	10	1	1   0   0
0	3	2	7   0   0
1	2	3	10  0   0
2	10	1	5   0   0
9	24	1	3   0   0
0	2	5	10  0   0
2	7	5	8   0   0
2	6 	1	2   0   0
1	7	2	6   0   0
3	9	3	6   0   0
1	2	0	1   0   0
1	4	3	8   0   0
1	3	2	5   0   0
0	1	3	5   0   0
0   0	3	4   0   0
0   0	1	4	0   0
