4	6	6	11  1   1
0	1	1	2   1   1
0	1	2	2   1   1
1	6	3	6   1   1
3	9	15	50  0   1
7	11	2	8   0   1
3	13	3	6   0   0
1	2	3	7   0   0
0	2	5	9   0   0
1	2	3	7   0   0
3	8	0	1   0   0
1	5	1	9   0   0
4	7	5	11  0   0
9	25	3	9   0   0
0	4	0	6   0   0
5	10	5	9   0   0
1	2 	5	7   0   0
0	1	3	16  0   0
3	4	7	9   0   0
4	12	6	13  0   0
2	7	3	9	0   0
