3	5	5	9    1   1
4	7	4	14   1   1  
6	13	3	11   0   1
5	10	2	11   0   1
1	3	2	14   0   1
4	5	3	13   0   1
6	10	0	9    0   1
1	3	8	30   0   0
0	1	2	8    0   0
2	8	1	3    0   0
1	5	1	7    0   0
1	3	0	6    0   0
0	1	3	8    0   0
7	16	5	17   0   0
2	5	1	9    0   0
2	3	1	7    0   0
5	9 	2	7    0   0
4	7	0	1    0   0
1	3	2	10   0   0
1	4	6	29   0   0
4	11	2	6    0   0
0   0	3	10   0   0
0   0	2	6    0   0	
